schemeCode,schemeName,isinGrowth,isinDivReinvestment
134333,HDFC Focused Equity Fund - Plan B - Direct Plan-  Dividend Option,,
134334,HDFC Focused Equity Fund - Plan B - Direct Plan - Growth Option,,
134335,HDFC Focused Equity Fund - Plan B - Regular Plan - Dividend Option,,
134336,HDFC Focused Equity Fund - Plan B - Regular Plan - Growth Option,,
134371,Sundaram Select Small Cap Series IV - Regular Growth,,
134372,Sundaram Select Small Cap Series IV - Regular Dividend Payout,,
134373,Sundaram Select Small Cap Series IV - Direct Growth,,
134374,Sundaram Select Small Cap Series IV - Direct Dividend Payout,,
134413,DWS Large Cap Fund - Series 3 - Direct Plan - Growth,,
134414,DWS Large Cap Fund - Series 3 - Regular Plan - Dividend (Payout),,
134415,DWS Large Cap Fund - Series 3 - Regular Plan - Growth,,
134416,DWS Large Cap Fund - Series 3 - Direct Plan - Dividend (Payout),,
134593,Nippon India Equity Savings Fund- Growth Plan- Growth Option,INF204KA1V94,
134594,Nippon India Equity Savings Fund- Direct Plan- Growth Plan-Growth Option,INF204KA1W77,
134595,Nippon India Equity Savings Fund- Direct Plan- Growth Plan- Bonus Option,INF204KA1W85,
134596,NIPPON INDIA EQUITY SAVINGS FUND - IDCW Option,INF204KA1W10,INF204KA1W28
134597,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - IDCW Option,INF204KA1W93,INF204KA1X01
134598,NIPPON INDIA EQUITY SAVINGS FUND - MONTHLY IDCW Option,INF204KA1W51,INF204KA1W69
134599,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - MONTHLY IDCW Option,INF204KA1X35,INF204KA1X43
134600,NIPPON INDIA EQUITY SAVINGS FUND - QUARTERLY IDCW Option,INF204KA1W36,INF204KA1W44
134601,NIPPON INDIA EQUITY SAVINGS FUND - Direct Plan - QUARTERLY IDCW Option,INF204KA1X19,INF204KA1X27
134602,Nippon India Equity Savings Fund- Growth Plan- Bonus Option,INF204KA1W02,
134639,SBI Equity Savings Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1DB2,INF200KA1DC0
134640,SBI Equity Savings Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1DI7,INF200KA1DJ5
134641,SBI Equity Savings Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1DG1,INF200KA1DH9
134642,SBI Equity Savings Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200KA1DD8,INF200KA1DE6
134643,SBI Equity Savings Fund - Direct Plan - Growth,INF200KA1DF3,
134644,SBI Equity Savings Fund - Regular Plan - Growth,INF200KA1DA4,
134922,Nippon India US Equity Opportunities Fund- Growth Plan- Growth Option,INF204KA12G2,
134923,Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option,INF204KA15G5,
134924,NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - IDCW Option,INF204KA13G0,INF204KA14G8
134925,NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - Direct Plan - IDCW Option,INF204KA16G3,INF204KA17G1
134954,JM Large Cap Fund (Regular) - Quarterly IDCW,INF192K01JL3,INF192K01JM1
134955,JM Large Cap Fund (Regular) - Half Yearly IDCW,INF192K01JP4,INF192K01JQ2
134956,JM Large Cap Fund (Direct) - Monthly IDCW ,INF192K01JJ7,INF192K01JK5
134957,JM Large Cap Fund (Direct) - Half Yearly IDCW ,INF192K01JR0,INF192K01JZ3
134958,JM Large Cap Fund (Direct) - Annual IDCW,INF192K01JU4,INF192K01JV2
134959,JM Large Cap Fund (Regular) - Monthly IDCW,INF192K01JH1,INF192K01JI9
134960,JM Large Cap Fund (Direct) - Quarterly IDCW,INF192K01JN9,INF192K01JO7
134961,JM Large Cap Fund (Regular) - Annual IDCW,INF192K01JS8,INF192K01JT6
135120,Axis Equity Savings Fund - Direct Plan - Growth,INF846K01VJ3,
135121,Axis Equity Savings Fund - Direct Plan - Monthly IDCW,INF846K01VK1,INF846K01VL9
135122,Axis Equity Savings Fund - Regular Plan - Growth,INF846K01VO3,
135123,Axis Equity Savings Fund - Regular Plan - Monthly IDCW,INF846K01VP0,INF846K01VQ8
135124,Axis Equity Savings Fund - Direct Plan - Quarterly IDCW,INF846K01VM7,INF846K01VN5
135125,Axis Equity Savings Fund - Regular Plan - Quarterly IDCW,INF846K01VR6,INF846K01VS4
135349,Aditya Birla Sun Life Focused Equity Fund - Series 6 - Regular Plan-Growth,,
135350,Aditya Birla Sun Life Focused Equity Fund - Series 6 - Regular Plan-Dividend,,
135351,Aditya Birla Sun Life Focused Equity Fund - Series 6-Direct Plan-Growth,,
135352,Aditya Birla Sun Life Focused Equity Fund - Series 6 - Direct Plan-Dividend,,
135506,SBI EQUITY OPPORTUNITIES FUND - SERIES IV - DIRECT PLAN - GROWTH,,
135507,SBI EQUITY OPPORTUNITIES FUND -  SERIES IV - REGULAR PLAN - GROWTH,,
135508,SBI Equity Opportunities Fund-Series IV - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,
135509,SBI Equity Opportunities Fund-Series IV - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),,
135598,PGIM India ELSS Tax Saver Fund - Regular Plan - Growth Option,INF663L01FQ8,
135599,PGIM India ELSS Tax Saver Fund - Regular Plan - Dividend Option,INF663L01FR6,
135600,PGIM India ELSS Tax Saver Fund - Direct Plan - Dividend Option,INF663L01FO3,
135601,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,INF663L01FN5,
135652,Navi ELSS Tax Saver Fund - Regular Plan IDCW Payout,INF959L01CG8,
135653,Navi ELSS Tax Saver Fund - Direct Plan IDCW Payout,INF959L01CE3,
135654,Navi ELSS Tax Saver Fund- Direct Plan- Growth Option,INF959L01CD5,
135655,Navi ELSS Tax Saver Fund- Regular Plan- Growth Option,INF959L01CF0,
135656,Navi Large Cap Equity Fund - Direct Plan Quarterly IDCW,,
135657,Navi Large Cap Equity Fund - Half Yearly IDCW Payout,,
135658,Navi Large Cap Equity Fund - Direct Plan Half Yearly IDCW,,
135659,Navi Large Cap Equity Fund - Direct Plan Annual IDCW,,
135660,Navi Large Cap Equity Fund - Annual IDCW Payout,,
135661,Navi Large Cap Equity Fund - Quarterly IDCW,,
135781,Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth,INF769K01DM9,
135782,Mirae Asset ELSS Tax Saver Fund - Direct Plan - IDCW,INF769K01DN7,
135783,Mirae Asset ELSS Tax Saver Fund - Regular Plan - IDCW,INF769K01DL1,
135784,Mirae Asset ELSS Tax Saver Fund - Regular Plan - Growth,INF769K01DK3,
136090,HDFC Retirement Savings Fund - Equity Plan - Growth Option,INF179KB1MG8,
136094,HDFC Retirement Savings Fund - Equity Plan - Growth Option - Direct Plan,INF179KB1MF0,
136113,ICICI Prudential Equity & Debt Fund - Annual IDCW,INF109KB1QK6,INF109KB1QJ8
136114,ICICI Prudential Equity & Debt Fund - Direct Plan - Annual IDCW,INF109KB1QM2,INF109KB1QL4
136463,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option,INF179KB1MI4,
136464,HDFC Retirement Savings Fund - Hybrid-Equity Plan - Growth Option - Direct Plan,INF179KB1MH6,
136563,DSP Equity Savings Fund - Regular Plan - Growth,INF740KA1439,
136564,DSP Equity Savings Fund - Regular Plan - IDCW,INF740KA1447,INF740KA1454
136565,DSP Equity Savings Fund - Regular Plan - IDCW - Monthly,INF740KA1462,INF740KA1470
136566,DSP Equity Savings Fund - Regular Plan - IDCW - Quarterly,INF740KA1488,INF740KA1496
136567,DSP Equity Savings Fund - Direct Plan - Growth,INF740KA1504,
136568,DSP Equity Savings Fund - Direct Plan - IDCW,INF740KA1512,INF740KA1520
136569,DSP Equity Savings Fund - Direct Plan - IDCW - Monthly,INF740KA1538,INF740KA1546
136570,DSP Equity Savings Fund - Direct Plan - IDCW - Quarterly,INF740KA1553,INF740KA1561
138307,PGIM India Large Cap Fund - Dividend,INF663L01GU8,INF663L01GV6
138308,PGIM India Large Cap Fund - Growth,INF663L01GW4,
138309,DHFL Pramerica Large Cap Fund Wealth Plan -Dividend Option,,
138310,DHFL Pramerica Large Cap Fund Wealth Plan - Growth Option,,
138311,DHFL Pramerica Large Cap Fund - BONUS OPTION,,
138312,PGIM India Large Cap Fund - Direct Plan - Growth,INF663L01GR4,
138313,PGIM India Large Cap Fund - Direct Plan - Dividend,INF663L01GS2,INF663L01GT0
138314,DHFL Pramerica Large Cap Fund - Direct Plan - Bonus,,
138369,PGIM India Equity Savings Fund - Monthly Dividend option,INF223J01FC5,INF223J01FD3
138370,PGIM India Equity Savings Fund - Quarterly  Dividend,,
138371,PGIM India Equity Savings Fund - Annual Dividend option,INF223J01EZ9,INF223J01FA9
138372,PGIM India Equity Savings Fund - Growth Option,INF223J01FB7,
138375,PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,INF223J01QA6,INF223J01QB4
138376,PGIM India Equity Savings Fund - Direct Plan - Growth,INF223J01QD0,
138377,PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,INF223J01QE8,INF223J01QF5
138378,PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend,,
138381,PGIM India Aggressive Hybrid Equity Fund - Dividend Option,INF663L01HA8,INF663L01HB6
138382,PGIM India Aggressive Hybrid Equity Fund - Growth Option,INF663L01HC4,
138383,DHFL Pramerica Hybrid Equity Fund Wealth Plan- Growth Option,,
138384,DHFL Pramerica Hybrid Equity Fund Wealth Plan- Dividend Option,,
138385,DHFL Pramerica Hybrid Equity Fund - BONUS OPTION,,
138386,PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Growth,INF663L01GX2,
138387,PGIM India Aggressive Hybrid Equity Fund - Direct Plan - Dividend,INF663L01GY0,INF663L01GZ7
138453,PGIM India Emerging Markets Equity Fund of Fund- Growth,INF223J01AY0,
138454,PGIM India Emerging Markets Equity Fund - Dividend,,
138456,PGIM India Emerging Markets Equity Fund of Fund - Direct Plan - Growth,INF223J01NL0,
138457,PGIM India Emerging Markets Equity Fund - Direct Plan - Dividend,,
138523,PGIM India Global Equity Opportunities Fund of Fund- Growth,INF223J01AU8,
138524,PGIM India Global Equity Opportunities Fund - Dividend,,
138527,PGIM India Global Equity Opportunities Fund - Direct Plan - Dividend,,
138528,PGIM India Global Equity Opportunities Fund of Fund- Direct Plan - Growth,INF223J01NF2,
138949,DHFL Pramerica Mid Cap Fund - Series 1 - Direct Plan - Dividend (Payout),,
138950,DHFL Pramerica Mid Cap Fund - Series 1 - Direct Plan - Growth,,
138951,DHFL Pramerica Mid Cap Fund - Series 1 - Regular Plan - Dividend (Payout),,
138952,DHFL Pramerica Mid Cap Fund - Series 1 - Regular Plan - Growth,,
138985,DHFL Pramerica Large Cap Fund - Series 1 - Direct Plan - Dividend (Payout),,
138986,DHFL Pramerica Large Cap Fund - Series 1 - Direct Plan - Growth,,
138987,DHFL Pramerica Large Cap Fund - Series 1 - Regular Plan - Growth,,
138988,DHFL Pramerica Large Cap Fund - Series 1 - Regular Plan - Dividend (Payout),,
138989,PGIM India Large Cap Fund - Series 2 - Regular Plan - Dividend (Payout),,
138990,PGIM India Large Cap Fund - Series 2 - Regular Plan - Growth,,
138991,PGIM India Large Cap Fund - Series 2 - Direct Plan - Growth,,
138992,PGIM India Large Cap Fund - Series 2 - Direct Plan - Dividend (Payout),,
139017,DHFL Pramerica Large Cap Fund - Series 3 - Direct Plan - Growth,,
139018,DHFL Pramerica Large Cap Fund - Series 3 - Regular Plan - Dividend (Payout),,
139019,DHFL Pramerica Large Cap Fund - Series 3 - Regular Plan - Growth,,
139020,DHFL Pramerica Large Cap Fund - Series 3 - Direct Plan - Dividend (Payout),,
139520,Axis Equity Savings Fund - Direct Plan - Regular IDCW,INF846K01XP6,INF846K01XQ4
139521,Axis Equity Savings Fund - Regular Plan - Regular IDCW,INF846K01XR2,INF846K01XS0
139527,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN GROWTH,INF761K01DM6,
139528,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN IDCW,INF761K01DQ7,INF761K01DR5
139529,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - REGULAR  PLAN  GROWTH,INF761K01DP9,
139530,BANK OF INDIA MID & SMALL CAP EQUITY & DEBT FUND - DIRECT PLAN IDCW,INF761K01DN4,INF761K01DO2
139780,Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW,INF174V01085,
139781,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,INF174V01093,
139782,Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW,INF174V01101,
139783,Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth,INF174V01077,
139820,PGIM India Aggressive Hybrid Equity Fund-Direct Plan-Monthly Dividend Option,INF663L01OA4,INF663L01OB2
139821,PGIM India Aggressive Hybrid Equity Fund-Monthly Dividend Option,INF663L01NY6,INF663L01NZ3
139822,PGIM India Hybrid Equity Fund-Quarterly Dividend Option,,
139823,PGIM India Hybrid Equity Fund-Direct Plan-Quarterly Divdend Option,,
139969,IDBI Hybrid Equity Fund Growth Regular,,
139970,IDBI Hybrid Equity Fund IDCW Regular,,
139971,IDBI Hybrid Equity Fund Growth Direct,,
139972,IDBI Hybrid Equity Fund IDCW Direct,,
140172,Edelweiss Large & Mid Cap Fund - Regular Plan - Growth Option,INF843K01047,
140173,Edelweiss Large and Mid Cap Fund - Regular Plan - IDCW Option,INF843K01054,INF843K01062
140174,Edelweiss Large and Mid Cap Fund - Direct Plan - IDCW Option,INF843K01AM8,INF843K01AN6
140175,Edelweiss Large & Mid Cap Fund - Direct Plan - Growth Option,INF843K01AL0,
140225,Edelweiss Mid Cap Fund - Regular Plan - Growth Option,INF843K01013,
140226,Edelweiss Mid Cap Fund - Regular Plan - IDCW Option,INF843K01021,INF843K01039
140227,Edelweiss Mid Cap Fund - Direct Plan - IDCW Option,INF843K01AP1,INF843K01AQ9
140228,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,INF843K01AO4,
140242,Edelweiss Greater China Equity Off-shore Fund - Regular Plan - Growth Option,INF843K01138,
140243,Edelweiss Greater China Equity Off-shore Fund - Direct Plan - Growth Option,INF843K01AU1,
140255,Edelweiss ASEAN Equity Off-shore Fund - Regular Plan - Growth Option,INF843K01609,
140256,Edelweiss ASEAN Equity Off-shore Fund - Direct Plan - Growth Option,INF843K01AW7,
140273,Edelweiss US Value Equity Offshore Fund - Regular Plan - Growth Option,INF843K01ED9,
140274,Edelweiss US Value Equity Offshore Fund - Direct Plan - Growth Option,INF843K01EC1,
140295,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Regular Plan,INF843K01GJ1,
140296,Edelweiss Europe Dynamic Equity Offshore Fund - Growth Option - Direct Plan,INF843K01GI3,
140327,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Direct Plan - Growth Option,INF843K01IZ3,
140328,Edelweiss Emerging Markets Opportunities Equity Offshore Fund - Regular Plan - Growth Option,INF843K01IY6,
140347,Edelweiss Equity Savings Fund - Direct Plan - Growth Option,INF843K01KC8,
140348,Edelweiss Equity Savings Fund - Direct Plan - IDCW Option,INF843K01KE4,INF843K01KF1
140349,Edelweiss Equity Savings Fund - Regular Plan - IDCW Option,INF843K01KI5,INF843K01KJ3
140350,Edelweiss Equity Savings Fund - Direct Plan - Bonus Option,INF843K01KD6,
140351,Edelweiss Equity Savings Fund - Regular Plan - Growth Option,INF843K01KG9,
140352,Edelweiss Equity Savings Fund - Regular Plan - Bonus Option,,
140353,Edelweiss Flexi Cap Fund - Direct Plan - Growth Option,INF843K01KK1,
140354,Edelweiss Flexi Cap Fund - Direct Plan - IDCW Option,INF843K01KL9,INF843K01KM7
140355,Edelweiss Flexi Cap Fund - Regular Plan - Growth Option,INF843K01KN5,
140356,Edelweiss Flexi Cap Fund - Regular - IDCW Option,INF843K01KO3,INF843K01KP0
140413,Kotak Equity Arbitrage Fund -Fortnightly - Payout of Income Distribution cum capital withdrawal option- Direct,,
140414,Kotak Equity Arbitrage Fund - Fortnightly -Payout of Income Distribution cum capital withdrawal option Regular,,
140442,Mahindra Manulife Equity Savings Fund -Direct Plan -Quarterly IDCW,INF174V01192,INF174V01200
140444,Mahindra Manulife Equity Savings Fund - Direct Plan -Growth,INF174V01184,
140446,Mahindra Manulife Equity Savings Fund -Regular Plan -Quarterly IDCW,INF174V01168,INF174V01176
140447,Mahindra Manulife Equity Savings Fund - Regular Plan - Growth,INF174V01150,
140809,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CM5,INF666M01CN3
140810,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CS2,INF666M01CT0
140811,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CO1,INF666M01CP8
140812,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Quarterly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CU8,INF666M01CV6
140813,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Regular Plan- Half Yearly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CW4,INF666M01CX2
140814,Groww Largecap Fund (formerly known as Indiabulls Bluechip Fund)- Direct Plan- Half Yearly -Income Distribution cum capital withdrawal Option (Payout & Reinvestment),INF666M01CQ6,INF666M01CR4
141004,BNP PARIBAS SUBSTANTIAL EQUITY HYBRID FUND- REGULAT PLAN -GROWTH OPTION,,
141005,BNP PARIBAS SUBSTANTIAL EQUITY HYBRID FUND -DIRECT PLAN- Income Distribution cum Capital Withdrawal OPTION,,
141006,BNP PARIBAS SUBSTANTIAL EQUITY HYBRID FUND- DIRECT PLAN - GROWTH OPTION,,
141007,BNP PARIBAS SUBSTANTIAL EQUITY HYBRID FUND- REGULAR PLAN- Income Distribution cum Capital Withdrawal OPTION,,
141062,Quantum Diversified Equity All Cap Active FOF - Regular Plan IDCW,INF082J01283,INF082J01291
141063,Quantum Diversified Equity All Cap Active FOF - Regular Plan Growth Option,INF082J01275,
141070,Quantum ELSS Tax Saver Fund - Regular Plan Growth Option,INF082J01366,
141071,Quantum ELSS Tax Saver Fund - Regular Plan IDCW,INF082J01374,
141369,Axis Equity Advantage Fund - Series 1 - Direct Plan - Growth Option,,
141370,Axis Equity Advantage Fund - Series 1 - Regular Plan - Growth Option,,
141428,HDFC Equity Opp Fund - II - 1126D May 2017 (1) - IDCW Option - Direct Plan,,
141429,HDFC Equity Opp Fund - II - 1126D May 2017 (1) - Growth Option,,
141430,HDFC Equity Opp Fund - II - 1126D May 2017 (1) - Growth Option - Direct Plan,,
141431,HDFC Equity Opp Fund - II - 1126D May 2017 (1) - IDCW Option,,
141462,IDBI Small Cap Fund Growth Regular,,
141475,IDBI Small Cap Fund - Growth Direct,,
141476,IDBI Small Cap Fund IDCW Direct,,
141477,IDBI Small Cap Fund - IDCW Regular,,
141498,Sundaram Select Small Cap Series V Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
141499,Sundaram Select Small Cap Series V Direct Plan - Growth,,
141500,Sundaram Select Small Cap Series V Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
141501,Sundaram Select Small Cap Series V Regular Plan - Growth,,
141560,Sundaram Select Small Cap Series VI Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
141561,Sundaram Select Small Cap Series VI Direct Plan - Growth,,
141562,Sundaram Select Small Cap Series VI Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
141563,Sundaram Select Small Cap Series VI Regular Plan - Growth,,
141578,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - IDCW Option - Direct Plan,,
141579,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - IDCW Option,,
141580,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - Growth Option - Direct Plan,,
141581,HDFC Equity Opp Fund - II - 1100D June 2017 (1) - Growth Option,,
141666,Axis Equity Advantage Fund - Series 2 - Direct Plan - Growth Option,,
141667,Axis Equity Advantage Fund - Series 2 - Regular Plan - Growth Option,,
141807,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Dividend Option,INF666M01DL5,
141808,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,INF666M01DK7,
141810,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout),INF666M01DO9,
141811,BNP Paribas Focused 25 Equity Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option,,
141812,BNP Paribas Focused 25 Equity Fund - Regular Plan-Growth Option,,
141813,BNP Paribas Focused 25 Equity Fund - Direct Plan - Growth Option,,
141814,BNP Paribas Focused 25 Equity Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option,,
141825,UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Growth Option,,
141826,UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Dividend  Option,,
141827,UTI Focussed Equity Fund - Series IV (1104 Days) - Direct Plan - Growth Option,,
141828,UTI Focussed Equity Fund - Series IV (1104 Days) - Regular Plan - Dividend Option,,
141862,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option,INF666M01DN1,
141917,IDBI FOCUSED 30 EQUITY FUND - IDCW Regular,,
141918,IDBI FOCUSED 30 EQUITY FUND -IDCW Direct,,
141919,IDBI FOCUSED 30 EQUITY FUND - Growth Regular,,
141920,IDBI FOCUSED 30 EQUITY FUND - Growth Direct,,
141925,Axis Flexi Cap Fund - Direct Plan - Growth,INF846K01B28,
141926,Axis Flexi Cap fund - Direct Plan - IDCW,INF846K01B02,INF846K01B10
141927,Axis Flexi Cap Fund - Regular Plan - Growth,INF846K01B51,
141928,Axis Flexi Cap Fund - Regular Plan - IDCW,INF846K01B36,INF846K01B44
141933,Edelweiss Equity Savings Fund - Direct Plan - Monthly - IDCW Option,INF754K01IN8,INF754K01IO6
141934,Edelweiss Equity Savings Fund - Regular Plan - Monthly - IDCW Option,INF754K01IP3,INF754K01IQ1
141949,BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan IDCW,INF761K01DT1,
141950,BANK OF INDIA Mid Cap Tax Fund Series 1 Direct Plan Growth,INF761K01DS3,
141951,BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan IDCW,INF761K01DV7,
141952,BANK OF INDIA Mid Cap Tax Fund Series 1 Regular Plan Growth,INF761K01DU9,
141987,UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Growth Option,,
141988,UTI Focussed Equity Fund - Series V (1102 Days) - Direct Plan - Dividend Option,,
141989,UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Dividend Option,,
141990,UTI Focussed Equity Fund - Series V (1102 Days) - Regular Plan - Growth Option,,
142039,IDFC Equity Opportunity - Series 4 (1102 Days) - Regular Plan - Growth,,
142040,IDFC Equity Opportunity - Series 4 (1102 Days) - Direct Plan - Dividend,,
142041,IDFC Equity Opportunity - Series 4 (1102 Days) - Regular Plan - Dividend,,
142042,IDFC Equity Opportunity - Series 4 (1102 Days) - Direct Plan - Growth,,
142107,Mahindra Manulife Mid Cap Fund- Regular Plan - IDCW,INF174V01499,INF174V01481
142108,Mahindra Manulife Mid Cap Fund - Direct Plan - IDCW,INF174V01523,INF174V01515
142109,Mahindra Manulife Mid Cap Fund - Regular Plan - Growth,INF174V01473,
142110,Mahindra Manulife Mid Cap Fund - Direct Plan -Growth,INF174V01507,
142284,UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - Growth Option,,
142285,UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - Growth Option,,
142286,UTI Focussed Equity Fund - Series VI (1150 Days) - Regular Plan - IDCW,,
142287,UTI Focussed Equity Fund - Series VI (1150 Days) - Direct Plan - IDCW,,
142421,PGIM India Hybrid Equity Fund - Regular Plan - Annual Dividend Option,,
142422,PGIM India Hybrid Equity Fund - Direct Plan - Annual Dividend Option,,
142426,PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option,,
142427,PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option,,
142428,PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option,,
142493,IDFC Equity Opportunity Fund - Series 5 (36 Months) Regular Growth,,
142494,IDFC Equity Opportunity Fund - Series 5 (36 Months) Regular Dividend,,
142495,IDFC Equity Opportunity Fund - Series 5 (36 Months) Direct Growth,,
142496,IDFC Equity Opportunity Fund - Series 5 (36 Months) Direct Dividend,,
142531,Sundaram Emerging Small Cap Series I Regular Plan - Growth,,
142532,Sundaram Emerging Small Cap Series I Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
142533,Sundaram Emerging Small Cap Series I Direct Plan - Growth,,
142534,Sundaram Emerging Small Cap Series I Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
143007,Sundaram Emerging Small Cap Series II Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
143008,Sundaram Emerging Small Cap Series II Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
143009,Sundaram Emerging Small Cap Series II Regular Plan - Growth,,
143010,Sundaram Emerging Small Cap Series II Direct Plan - Growth,,
143223,Sundaram Emerging Small Cap Series III Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
143224,Sundaram Emerging Small Cap Series III Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
143225,Sundaram Emerging Small Cap Series III Regular Plan - Growth,,
143226,Sundaram Emerging Small Cap Series III Direct Plan - Growth,,
143258,BANDHAN Equity Savings Fund-Direct Plan -Quarterly IDCW,INF194KA19J4,INF194KA10K1
143259,BANDHAN Equity Savings Fund- Regular Plan -Quarterly IDCW,INF194KA16J0,INF194KA17J8
143503,Sundaram Emerging Small Cap Series IV Regular Plan - Growth,,
143504,Sundaram Emerging Small Cap Series IV Regular Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
143505,Sundaram Emerging Small Cap Series IV Direct Plan - Payout of Income Distribution cum Capital Withdrawal (IDCW),,
143506,Sundaram Emerging Small Cap Series IV Direct Plan - Growth,,
143787,Navi Flexi Cap Fund - Regular Plan - Growth,INF959L01EE9,
143788,NAVI FLEXI CAP FUND - REGULAR PLAN QUARTERLY IDCW PAYOUT,INF959L01EJ8,INF959L01EK6
143789,NAVI FLEXI CAP FUND - REGULAR PLAN NORMAL IDCW PAYOUT,INF959L01EF6,INF959L01EG4
143790,NAVI FLEXI CAP FUND - REGULAR PLAN MONTHLY IDCW PAYOUT,INF959L01EH2,INF959L01EI0
143791,NAVI FLEXI CAP FUND - DIRECT PLAN QUARTERLY IDCW PAYOUT,INF959L01DY9,INF959L01DZ6
143792,NAVI FLEXI CAP FUND - DIRECT PLAN NORMAL IDCW PAYOUT,INF959L01DU7,INF959L01DV5
143793,Navi Flexi Cap Fund - Direct Plan - Growth,INF959L01DT9,
143794,NAVI FLEXI CAP FUND - REGULAR PLAN HALF YEARLY IDCW PAYOUT,INF959L01EL4,INF959L01EM2
143795,NAVI FLEXI CAP FUND - REGULAR PLAN ANNUAL IDCW PAYOUT,INF959L01EN0,INF959L01EO8
